,Player,Mat,Inns,NO,Runs,HS,Avg,BF,SR,100,50,4s,6s,year
1314,Yuvraj Singh,14,14,3,376,83,34.18,278,135.25,0,3,22,28,2014
1315,MS Dhoni,16,15,10,371,57,74.2,250,148.4,0,1,22,20,2014
1316,Wriddhiman Saha,17,13,2,362,115,32.9,249,145.38,1,2,33,18,2014
1317,Ambati Rayudu,15,14,0,361,68,25.78,287,125.78,0,2,31,8,2014
1318,Virat Kohli,14,14,1,359,73,27.61,294,122.1,0,2,23,16,2014
1319,Ajinkya Rahane,13,12,0,339,72,28.25,291,116.49,0,3,38,3,2014
1320,Sanju Samson,13,13,0,339,74,26.07,273,124.17,0,2,25,17,2014
1321,Gautam Gambhir,16,16,1,335,69,22.33,293,114.33,0,3,36,4,2014
1322,Karun Nair,11,11,1,330,73,33.0,232,142.24,0,3,38,9,2014
1323,Dinesh Karthik,14,14,0,325,69,23.21,258,125.96,0,3,28,11,2014
1324,Manan Vohra,8,8,0,324,67,40.5,233,139.05,0,1,27,16,2014
1325,Aaron Finch,13,13,2,309,88,28.09,263,117.49,0,2,31,9,2014
1326,Faf du Plessis,15,12,1,303,54,27.54,235,128.93,0,2,26,7,2014
1327,Kevin Pietersen,11,11,1,294,58,29.4,233,126.18,0,1,34,7,2014
1328,Kieron Pollard,15,15,7,273,78,34.12,203,134.48,0,1,15,15,2014
1329,Yusuf Pathan,15,12,3,268,72,29.77,165,162.42,0,1,15,20,2014
1330,Corey Anderson,12,11,2,265,95,29.44,181,146.4,0,1,21,15,2014
1331,George Bailey,17,16,7,257,40,28.55,190,135.26,0,0,19,10,2014
1332,Shane Watson,13,13,1,240,51,20.0,196,122.44,0,2,19,14,2014
1333,Naman Ojha,11,10,4,232,79,38.66,161,144.09,0,1,14,17,2014
1334,Shakib Al Hasan,13,11,4,227,60,32.42,152,149.34,0,1,22,7,2014
1335,Michael Hussey,9,9,0,209,56,23.22,182,114.83,0,2,17,7,2014
1336,Murali Vijay,11,11,0,207,52,18.81,192,107.81,0,1,20,5,2014
1337,Parthiv Patel,12,12,2,205,57,20.5,185,110.81,0,1,30,1,2014
1338,Chris Gayle,9,9,0,196,46,21.77,184,106.52,0,0,18,12,2014
1339,James Faulkner,13,12,8,181,41,45.25,94,192.55,0,0,8,16,2014
1340,KL Rahul,11,8,0,166,46,20.75,164,101.21,0,0,12,3,2014
1341,Suryakumar Yadav,16,10,5,164,34,32.8,117,140.17,0,0,16,5,2014
1342,Quinton de Kock,7,7,0,153,48,21.85,130,117.69,0,0,19,4,2014
1343,Manoj Tiwary,8,8,3,152,61,30.4,118,128.81,0,1,14,4,2014
1344,Jacques Kallis,8,7,1,151,72,25.16,129,117.05,0,1,13,4,2014
1345,Kedar Jadhav,10,10,5,149,37,29.8,101,147.52,0,0,13,7,2014
1346,Steve Smith,10,7,3,147,48,36.75,110,133.63,0,0,13,4,2014
1347,Ravindra Jadeja,16,10,5,146,36,29.2,110,132.72,0,0,9,5,2014
1348,Aditya Tare,15,12,4,126,24,15.75,98,128.57,0,0,16,3,2014
1349,Cheteshwar Pujara,6,6,1,125,40,25.0,124,100.8,0,0,17,0,2014
1350,Stuart Binny,13,12,2,123,48,12.3,121,101.65,0,0,4,5,2014
1351,Chidhambaram Gautam,9,9,2,121,33,17.28,111,109.0,0,0,13,5,2014
1352,David Hussey,5,4,2,116,50,58.0,94,123.4,0,1,8,6,2014
1353,Mayank Agarwal,8,8,0,115,31,14.37,91,126.37,0,0,12,3,2014
1354,Darren Sammy,10,9,2,108,29,15.42,91,118.68,0,0,4,8,2014
1355,Yogesh Takawale,5,5,0,104,45,20.8,91,114.28,0,0,17,1,2014
1356,Brad Hodge,4,4,1,101,40,33.66,72,140.27,0,0,4,6,2014
1357,Mitchell Starc,14,9,3,85,29,14.16,84,101.19,0,0,9,0,2014
1358,Rishi Dhawan,13,6,4,82,23,41.0,75,109.33,0,0,8,1,2014
1359,Sachin Rana,9,7,4,73,19,24.33,65,112.3,0,0,7,1,2014
1360,Venugopal Rao,7,5,2,71,27,23.66,63,112.69,0,0,8,0,2014
1361,Shaun Marsh,2,2,0,70,40,35.0,52,134.61,0,0,7,3,2014
1362,Rajat Bhatia,12,7,2,67,23,13.4,53,126.41,0,0,4,3,2014
1363,Axar Patel,17,8,2,62,42,10.33,60,103.33,0,0,6,1,2014
1364,Ross Taylor,4,4,1,59,43,19.66,59,100.0,0,0,6,0,2014
1365,Chris Lynn,2,2,0,58,45,29.0,49,118.36,0,0,5,3,2014
1366,Mitchell Johnson,14,8,5,56,16,18.66,50,112.0,0,0,4,3,2014
1367,Irfan Pathan,10,6,4,55,23,27.5,54,101.85,0,0,5,0,2014
1368,Ryan ten Doeschate,10,7,3,52,25,13.0,33,157.57,0,0,3,4,2014
1369,Albie Morkel,7,5,2,45,16,15.0,41,109.75,0,0,1,3,2014
1370,Ravichandran Ashwin,16,6,3,45,14,15.0,45,100.0,0,0,4,0,2014
1371,Abhishek Nayar,5,4,1,43,23,14.33,47,91.48,0,0,5,1,2014
1372,Jimmy Neesham,4,3,0,42,22,14.0,46,91.3,0,0,3,1,2014
1373,Karn Sharma,14,8,4,42,17,10.5,29,144.82,0,0,1,3,2014
1374,Ben Dunk,3,3,0,40,20,13.33,35,114.28,0,0,7,0,2014
1375,Rilee Rossouw,3,3,0,39,24,13.0,41,95.12,0,0,2,2,2014
1376,Kevon Cooper,5,5,2,39,32,13.0,26,150.0,0,0,2,3,2014
1377,Dhawal Kulkarni,8,2,2,35,28,0.0,25,140.0,0,0,1,2,2014
1378,Varun Aaron,10,3,3,35,17,0.0,34,102.94,0,0,2,1,2014
1379,Mithun Manhas,12,5,3,35,13,17.5,23,152.17,0,0,3,1,2014
1380,Ankit Sharma,3,2,0,34,30,17.0,30,113.33,0,0,4,1,2014
1381,Laxmi Ratan Shukla,5,3,0,31,21,10.33,38,81.57,0,0,2,1,2014
1382,Piyush Chawla,11,5,2,31,17,10.33,19,163.15,0,0,4,1,2014
1383,Vijay Zol,3,2,0,29,16,14.5,26,111.53,0,0,3,1,2014
1384,Harbhajan Singh,14,7,2,28,10,5.6,25,112.0,0,0,2,2,2014
1385,Mandeep Singh,3,3,0,24,21,8.0,26,92.3,0,0,2,0,2014
1386,Dale Steyn,14,4,1,22,12,7.33,26,84.61,0,0,1,0,2014
1387,Rahul Shukla,3,3,2,18,14,18.0,21,85.71,0,0,2,0,2014
1388,Jason Holder,1,1,0,16,16,16.0,12,133.33,0,0,2,1,2014
1389,Nic Maddinson,2,2,0,16,12,8.0,14,114.28,0,0,3,0,2014
1390,Rahul Tewatia,3,1,0,16,16,16.0,13,123.07,0,0,0,1,2014
1391,Ravi Rampaul,2,1,0,13,13,13.0,13,100.0,0,0,0,1,2014
1392,Harshal Patel,3,3,1,13,6,6.5,7,185.71,0,0,1,1,2014
1393,Shreyas Gopal,4,1,0,11,11,11.0,10,110.0,0,0,1,0,2014
1394,Sunil Narine,16,5,3,10,6,5.0,14,71.42,0,0,0,0,2014
1395,Moises Henriques,4,2,0,9,9,4.5,14,64.28,0,0,1,0,2014
1396,Ben Cutting,1,1,0,8,8,8.0,6,133.33,0,0,0,1,2014
1397,Dwayne Bravo,1,1,1,8,8,0.0,3,266.66,0,0,0,1,2014
1398,Imran Tahir,6,2,0,8,4,4.0,10,80.0,0,0,2,0,2014
1399,Zaheer Khan,6,4,3,8,7,8.0,7,114.28,0,0,0,1,2014
1400,Shahbaz Nadeem,11,3,1,7,3,3.5,19,36.84,0,0,0,0,2014
1401,Shivam Sharma,4,2,1,5,4,5.0,3,166.66,0,0,1,0,2014
1402,Pravin Tambe,13,2,0,5,3,2.5,9,55.55,0,0,0,0,2014
1403,Dishant Yagnik,1,1,1,4,4,0.0,6,66.66,0,0,0,0,2014
1404,Tim Southee,3,1,0,4,4,4.0,4,100.0,0,0,1,0,2014
1405,Abu Nechim,4,1,1,4,4,0.0,1,400.0,0,0,1,0,2014
1406,Ashok Dinda,9,3,2,4,2,4.0,12,33.33,0,0,0,0,2014
1407,Vinay Kumar,9,4,2,4,4,2.0,6,66.66,0,0,0,0,2014
1408,Amit Mishra,10,2,1,4,4,4.0,7,57.14,0,0,0,0,2014
1409,Morne Morkel,12,2,2,4,4,0.0,3,133.33,0,0,0,0,2014
1410,Manvinder Bisla,1,1,0,3,3,3.0,9,33.33,0,0,0,0,2014
1411,Srikkanth Anirudha,1,1,0,3,3,3.0,5,60.0,0,0,0,0,2014
1412,Mohammad Shami,12,4,2,3,1,1.5,7,42.85,0,0,0,0,2014
1413,Unmukt Chand,1,1,0,2,2,2.0,9,22.22,0,0,0,0,2014
1414,Andre Russell,2,2,0,2,1,1.0,8,25.0,0,0,0,0,2014
1415,Siddarth Kaul,5,1,1,2,2,0.0,2,100.0,0,0,0,0,2014
1416,Wayne Parnell,8,2,1,2,2,2.0,2,100.0,0,0,0,0,2014
1417,Lasith Malinga,10,1,0,2,2,2.0,4,50.0,0,0,0,0,2014
1418,Sandeep Sharma,11,1,1,2,2,0.0,5,40.0,0,0,0,0,2014
1419,Umesh Yadav,12,1,0,2,2,2.0,4,50.0,0,0,0,0,2014
1420,Marchant de Lange,1,1,0,1,1,1.0,2,50.0,0,0,0,0,2014
1421,Vikramjeet Malik,1,1,1,1,1,0.0,2,50.0,0,0,0,0,2014
1422,Praveen Kumar,3,1,0,1,1,1.0,2,50.0,0,0,0,0,2014
1423,Karanveer Singh,5,1,1,1,1,0.0,1,100.0,0,0,0,0,2014
1424,Kane Richardson,7,1,0,1,1,1.0,2,50.0,0,0,0,0,2014
1425,Jaydev Unadkat,9,2,1,1,1,1.0,6,16.66,0,0,0,0,2014
1426,Lakshmipathy Balaji,9,2,1,1,1,1.0,3,33.33,0,0,0,0,2014
1427,Jasprit Bumrah,11,2,2,1,1,0.0,3,33.33,0,0,0,0,2014
1428,Bhuvneshwar Kumar,14,2,1,1,1,1.0,4,25.0,0,0,0,0,2014
1429,Yuzvendra Chahal,14,2,2,1,1,0.0,1,100.0,0,0,0,0,2014
1430,Mohit Sharma,16,1,1,1,1,0.0,3,33.33,0,0,0,0,2014
1431,Beuran Hendricks,3,1,0,0,0,0.0,1,0.0,0,0,0,0,2014
1432,Michael Hussey,17,17,3,733,95,52.35,566,129.5,0,6,81,17,2013
1433,Chris Gayle,16,16,4,708,175,59.0,453,156.29,1,4,57,51,2013
1434,Virat Kohli,16,16,2,634,99,45.28,457,138.73,0,6,64,22,2013
1435,Suresh Raina,18,17,4,548,100,42.15,365,150.13,1,4,50,18,2013
1436,Shane Watson,16,16,2,543,101,38.78,380,142.89,1,2,59,22,2013
1437,Rohit Sharma,19,19,5,538,79,38.42,409,131.54,0,4,35,28,2013
1438,Dinesh Karthik,19,19,1,510,86,28.33,411,124.08,0,2,54,14,2013
1439,Ajinkya Rahane,18,18,4,488,68,34.85,458,106.55,0,4,42,11,2013
1440,Rahul Dravid,18,17,1,471,65,29.43,425,110.82,0,4,64,5,2013
1441,MS Dhoni,18,16,5,461,67,41.9,283,162.89,0,4,32,25,2013
1442,Aaron Finch,14,14,0,456,67,32.57,336,135.71,0,4,54,16,2013
1443,Robin Uthappa,16,16,0,434,75,27.12,371,116.98,0,2,42,12,2013
1444,Kieron Pollard,18,18,8,420,66,42.0,281,149.46,0,3,27,29,2013
1445,David Miller,12,12,5,418,101,59.71,254,164.56,1,3,28,24,2013
1446,Dwayne Smith,13,13,0,418,68,32.15,341,122.58,0,4,40,19,2013
1447,David Warner,16,16,3,410,77,31.53,323,126.93,0,4,41,14,2013
1448,Gautam Gambhir,16,16,0,406,60,25.37,343,118.36,0,4,51,5,2013
1449,AB de Villiers,14,14,4,360,64,36.0,219,164.38,0,2,34,15,2013
1450,Yusuf Pathan,16,16,5,332,72,30.18,240,138.33,0,1,30,14,2013
1451,Mahela Jayawardena,15,15,0,331,66,22.06,313,105.75,0,2,39,6,2013
1452,Murali Vijay,15,15,1,312,55,22.28,286,109.09,0,2,27,8,2013
1453,Shikhar Dhawan,10,10,2,311,73,38.87,253,122.92,0,3,37,5,2013
1454,Jacques Kallis,16,16,1,311,41,20.73,322,96.58,0,0,35,3,2013
1455,Eoin Morgan,14,13,2,307,51,27.9,240,127.91,0,1,28,13,2013
1456,Shaun Marsh,8,8,0,300,77,37.5,249,120.48,0,3,39,4,2013
1457,Virender Sehwag,13,13,1,295,95,24.58,233,126.6,0,1,41,6,2013
1458,Adam Gilchrist,13,13,1,294,85,24.5,229,128.38,0,1,41,6,2013
1459,Parthiv Patel,13,13,0,294,61,22.61,255,115.29,0,1,37,4,2013
1460,Brad Hodge,17,14,7,293,54,41.85,218,134.4,0,1,27,9,2013
1461,Stuart Binny,17,16,7,293,41,32.55,199,147.23,0,0,25,12,2013
1462,Sachin Tendulkar,14,14,1,287,54,22.07,231,124.24,0,1,38,5,2013
1463,Ambati Rayudu,19,17,3,265,37,18.92,231,114.71,0,0,22,4,2013
1464,Mandeep Singh,16,14,1,260,77,20.0,223,116.59,0,1,36,0,2013
1465,Manvinder Bisla,14,14,1,255,92,19.61,236,108.05,0,2,36,6,2013
1466,Hanuma Vihari,17,17,3,241,46,17.21,278,86.69,0,0,17,1,2013
1467,Yuvraj Singh,13,13,1,238,34,19.83,190,125.26,0,0,14,15,2013
1468,David Hussey,12,11,1,235,41,23.5,209,112.44,0,0,20,6,2013
1469,Thisara Perera,16,14,4,233,40,23.3,163,142.94,0,0,12,14,2013
1470,Cameron White,13,13,1,209,52,17.41,191,109.42,0,1,18,7,2013
1471,Sanju Samson,11,10,2,206,63,25.75,178,115.73,0,1,19,5,2013
1472,Ravindra Jadeja,18,14,6,201,38,25.12,135,148.88,0,0,17,6,2013
1473,Azhar Mahmood,11,10,0,196,80,19.6,154,127.27,0,2,22,5,2013
1474,Ben Rohrer,8,8,2,193,64,32.16,140,137.85,0,1,21,5,2013
1475,Darren Sammy,10,9,3,174,60,29.0,132,131.81,0,1,11,10,2013
1476,Angelo Mathews,11,10,3,172,40,24.57,139,123.74,0,0,5,10,2013
1477,Moises Henriques,10,9,5,165,44,41.25,125,132.0,0,0,20,3,2013
1478,Manan Vohra,12,10,2,161,43,20.12,117,137.6,0,0,22,2,2013
1479,Steve Smith,7,7,3,159,41,39.75,132,120.45,0,0,15,4,2013
1480,Unmukt Chand,9,9,0,158,41,17.55,158,100.0,0,0,17,4,2013
1481,Kedar Jadhav,12,10,3,152,31,21.71,124,122.58,0,0,8,5,2013
1482,Manoj Tiwary,10,9,1,146,33,18.25,140,104.28,0,0,12,1,2013
1483,Irfan Pathan,15,13,5,142,24,17.75,152,93.42,0,0,9,3,2013
1484,Mitchell Marsh,9,8,1,140,38,20.0,106,132.07,0,0,6,10,2013
1485,Manish Pandey,7,7,1,136,66,22.66,137,99.27,0,1,11,3,2013
1486,Manpreet Juneja,7,7,0,125,49,17.85,128,97.65,0,0,11,1,2013
1487,Ashish Reddy,12,10,4,125,36,20.83,89,140.44,0,0,8,5,2013
1488,Dishant Yagnik,12,9,1,125,34,15.62,96,130.2,0,0,17,2,2013
1489,Subramaniam Badrinath,18,8,1,124,34,17.71,121,102.47,0,0,11,0,2013
1490,Aditya Tare,5,5,0,123,59,24.6,84,146.42,0,1,14,5,2013
1491,Biplap Samantray,8,7,2,123,55,24.6,111,110.81,0,1,13,2,2013
1492,Dwayne Bravo,18,12,4,121,23,15.12,106,114.15,0,0,11,3,2013
1493,Kumar Sangakkara,9,9,0,120,28,13.33,136,88.23,0,0,13,0,2013
1494,Harbhajan Singh,19,14,8,116,25,19.33,79,146.83,0,0,12,5,2013
1495,Rajagopal Sathish,9,8,3,109,27,21.8,77,141.55,0,0,9,5,2013
1496,Saurabh Tiwary,9,6,2,109,52,27.25,106,102.83,0,1,4,4,2013
1497,Gurkeerat Mann Singh,11,9,1,108,31,13.5,95,113.68,0,0,10,3,2013
1498,Luke Wright,6,6,1,106,44,21.2,60,176.66,0,0,16,3,2013
1499,Rajat Bhatia,15,10,4,99,26,16.5,80,123.75,0,0,8,3,2013
1500,Cheteshwar Pujara,4,4,0,92,51,23.0,99,92.92,0,1,14,0,2013
1501,Akshath Reddy,7,7,0,91,27,13.0,101,90.09,0,0,9,0,2013
1502,Amit Mishra,17,8,2,89,30,14.83,96,92.7,0,0,9,0,2013
1503,Ryan ten Doeschate,4,4,1,85,42,28.33,63,134.92,0,0,9,2,2013
1504,Karn Sharma,13,7,3,85,39,21.25,86,98.83,0,0,6,2,2013
1505,Tillakaratne Dilshan,5,5,0,76,33,15.2,93,81.72,0,0,12,0,2013
1506,Debabrata Das,10,6,1,75,23,15.0,74,101.35,0,0,5,5,2013
1507,Wriddhiman Saha,3,3,0,70,39,23.33,56,125.0,0,0,6,4,2013
1508,Vinay Kumar,16,5,4,70,26,70.0,44,159.09,0,0,6,3,2013
1509,Mayank Agarwal,5,5,0,67,29,13.4,62,108.06,0,0,6,3,2013
1510,Abhishek Nayar,11,9,3,66,25,11.0,73,90.41,0,0,5,0,2013
1511,Piyush Chawla,16,11,5,64,23,10.66,57,112.28,0,0,5,3,2013
1512,Ross Taylor,5,5,0,63,19,12.6,76,82.89,0,0,2,1,2013
1513,Luke Pomersbach,3,3,1,58,33,29.0,59,98.3,0,0,5,1,2013
1514,Morne Morkel,10,6,1,57,23,11.4,29,196.55,0,0,6,3,2013
1515,James Faulkner,16,9,4,57,19,11.4,57,100.0,0,0,5,2,2013
1516,Dale Steyn,17,8,6,53,18,26.5,36,147.22,0,0,5,2,2013
1517,Ricky Ponting,6,5,0,52,28,10.4,75,69.33,0,0,3,1,2013
1518,Tirumalasetti Suman,7,5,0,52,23,10.4,58,89.65,0,0,8,0,2013
1519,Bhuvneshwar Kumar,16,9,2,52,24,7.42,71,73.23,0,0,3,1,2013
1520,Praveen Kumar,15,7,1,47,24,7.83,39,120.51,0,0,3,3,2013
1521,Albie Morkel,8,3,0,46,23,15.33,37,124.32,0,0,2,3,2013
1522,Manpreet Gony,8,5,1,45,42,11.25,25,180.0,0,0,4,3,2013
1523,Chidhambaram Gautam,3,3,1,44,30,22.0,34,129.41,0,0,4,1,2013
1524,Johan Botha,6,6,0,43,23,7.16,52,82.69,0,0,5,1,2013
1525,Arun Karthik,12,5,2,41,19,13.66,38,107.89,0,0,3,1,2013
1526,Kevon Cooper,14,5,1,39,26,9.75,22,177.27,0,0,4,2,2013
1527,Mitchell Johnson,17,6,2,39,11,9.75,36,108.33,0,0,2,2,2013
1528,Ravi Rampaul,10,6,2,38,23,9.5,37,102.7,0,0,3,1,2013
1529,Umesh Yadav,16,8,7,38,12,38.0,38,100.0,0,0,3,1,2013
1530,Glenn Maxwell,3,3,1,36,23,18.0,27,133.33,0,0,1,4,2013
1531,Ravichandran Ashwin,18,5,1,35,11,8.75,49,71.42,0,0,4,0,2013
1532,Kane Richardson,3,2,0,34,26,17.0,36,94.44,0,0,2,1,2013
1533,Owais Shah,2,2,0,25,24,12.5,23,108.69,0,0,2,0,2013
1534,Sumit Narwal,2,1,0,23,23,23.0,15,153.33,0,0,4,0,2013
1535,Jeevan Mendis,3,3,0,23,12,7.66,27,85.18,0,0,0,0,2013
1536,Roelof van der Merwe,3,2,0,22,14,11.0,25,88.0,0,0,2,0,2013
1537,Brett Lee,3,2,1,21,16,21.0,12,175.0,0,0,1,2,2013
1538,Rishi Dhawan,6,4,1,21,14,7.0,21,100.0,0,0,3,0,2013
1539,Sunil Narine,16,6,3,21,13,7.0,19,110.52,0,0,0,2,2013
1540,KL Rahul,5,2,0,20,12,10.0,16,125.0,0,0,4,0,2013
1541,Abhinav Mukund,1,1,0,19,19,19.0,21,90.47,0,0,1,0,2013
1542,Bharat Chipli,1,1,0,16,16,16.0,18,88.88,0,0,1,1,2013
1543,Dwaraka Ravi Teja,2,2,1,14,10,14.0,17,82.35,0,0,0,0,2013
1544,Kushal Janith Perera,2,2,0,14,14,7.0,13,107.69,0,0,3,0,2013
1545,Shahbaz Nadeem,12,6,1,14,6,2.8,27,51.85,0,0,1,0,2013
1546,Chris Morris,16,6,4,14,7,7.0,16,87.5,0,0,0,0,2013
1547,Mithun Manhas,3,2,2,13,11,0.0,17,76.47,0,0,1,0,2013
1548,Ajit Agarkar,4,2,1,12,9,12.0,16,75.0,0,0,0,0,2013
1549,Andre Russell,3,2,0,11,7,5.5,14,78.57,0,0,0,0,2013
1550,Rahul Sharma,11,6,2,11,10,2.75,17,64.7,0,0,1,0,2013
1551,Thalaivan Sargunam,1,1,0,10,10,10.0,17,58.82,0,0,0,0,2013
1552,Syed Mohammad,4,2,0,10,9,5.0,13,76.92,0,0,1,0,2013
1553,Sachithra Senanayake,8,4,3,10,7,10.0,17,58.82,0,0,0,0,2013
1554,Nathan Coulter-Nile,1,1,0,9,9,9.0,6,150.0,0,0,0,1,2013
1555,Karun Nair,2,2,0,9,9,4.5,12,75.0,0,0,0,0,2013
1556,Naman Ojha,2,2,1,9,9,9.0,10,90.0,0,0,1,0,2013
1557,Ashok Dinda,13,5,3,9,6,4.5,11,81.81,0,0,1,0,2013
1558,Lakshmipathy Balaji,13,3,2,9,9,9.0,10,90.0,0,0,1,0,2013
1559,Lasith Malinga,17,6,2,9,7,2.25,18,50.0,0,0,1,0,2013
1560,Marlon Samuels,2,2,0,8,5,4.0,18,44.44,0,0,1,0,2013
1561,Iqbal Abdulla,5,2,2,8,6,0.0,14,57.14,0,0,0,0,2013
1562,Udit Birla,2,1,0,7,7,7.0,14,50.0,0,0,1,0,2013
1563,Siddarth Kaul,6,2,2,7,7,0.0,9,77.77,0,0,0,0,2013
1564,Brendon McCullum,1,1,0,6,6,6.0,7,85.71,0,0,1,0,2013
1565,Paul Valthaty,1,1,0,6,6,6.0,17,35.29,0,0,0,0,2013
1566,Dan Christian,2,2,0,6,4,3.0,15,40.0,0,0,0,0,2013
1567,Quinton de Kock,3,3,0,6,4,2.0,15,40.0,0,0,1,0,2013
1568,Dimitri Mascarenhas,1,1,1,5,5,0.0,5,100.0,0,0,0,0,2013
1569,Paras Dogra,1,1,0,5,5,5.0,8,62.5,0,0,0,0,2013
1570,Mahesh Rawat,2,2,1,5,5,5.0,11,45.45,0,0,0,0,2013
1571,Parveez Rasool,2,2,1,5,4,5.0,9,55.55,0,0,0,0,2013
1572,Ali Murtaza,3,1,0,5,5,5.0,4,125.0,0,0,1,0,2013
1573,Mohammad Shami,3,1,0,5,5,5.0,10,50.0,0,0,0,0,2013
1574,Wayne Parnell,4,1,0,5,5,5.0,7,71.42,0,0,0,0,2013
1575,Ben Laughlin,2,2,1,4,4,4.0,9,44.44,0,0,0,0,2013
1576,Pradeep Sangwan,2,1,1,4,4,0.0,2,200.0,0,0,1,0,2013
1577,Raiphi Gomez,2,1,1,4,4,0.0,1,400.0,0,0,1,0,2013
1578,Ajit Chandila,8,1,1,4,4,0.0,6,66.66,0,0,0,0,2013
1579,Ryan McLaren,2,2,0,3,2,1.5,6,50.0,0,0,0,0,2013
1580,Harmeet Singh Bansal,3,1,0,3,3,3.0,4,75.0,0,0,0,0,2013
1581,Pravin Tambe,3,1,1,3,3,0.0,6,50.0,0,0,0,0,2013
1582,Laxmi Ratan Shukla,4,2,0,3,2,1.5,12,25.0,0,0,0,0,2013
1583,Sachin Baby,4,1,0,3,3,3.0,7,42.85,0,0,0,0,2013
1584,Siddharth Trivedi,17,2,1,3,3,3.0,7,42.85,0,0,0,0,2013
1585,Abhimanyu Mithun,1,1,0,2,2,2.0,2,100.0,0,0,0,0,2013
1586,Ajantha Mendis,3,1,0,2,2,2.0,4,50.0,0,0,0,0,2013
1587,Ryan Harris,3,2,1,2,2,2.0,5,40.0,0,0,0,0,2013
1588,Murali Kartik,11,2,1,2,2,2.0,3,66.66,0,0,0,0,2013
1589,Pragyan Ojha,16,3,2,2,1,2.0,4,50.0,0,0,0,0,2013
1590,Chris Gayle,15,14,2,733,128,61.08,456,160.74,1,7,46,59,2012
1591,Gautam Gambhir,17,17,2,590,93,39.33,411,143.55,0,6,64,17,2012
1592,Shikhar Dhawan,15,15,1,569,84,40.64,439,129.61,0,5,58,18,2012
1593,Ajinkya Rahane,16,16,2,560,103,40.0,433,129.33,1,3,73,10,2012
1594,Virender Sehwag,16,16,1,495,87,33.0,307,161.23,0,5,57,19,2012
1595,Cameron White,13,13,2,479,78,43.54,320,149.68,0,5,41,20,2012
1596,Rahul Dravid,16,16,0,462,58,28.87,412,112.13,0,2,63,4,2012
1597,Suresh Raina,19,18,1,441,73,25.94,325,135.69,0,1,36,19,2012
1598,Rohit Sharma,17,16,2,433,109,30.92,342,126.6,1,3,39,18,2012
1599,Mandeep Singh,16,16,0,432,75,27.0,342,126.31,0,2,53,7,2012
1600,Jacques Kallis,17,17,1,409,79,25.56,384,106.51,0,2,34,10,2012
1601,Robin Uthappa,16,16,1,405,69,27.0,343,118.07,0,2,38,10,2012
1602,Faf du Plessis,13,12,0,398,73,33.16,304,130.92,0,3,29,17,2012
1603,David Hussey,16,15,3,396,68,33.0,305,129.83,0,2,28,17,2012
1604,Dwayne Bravo,19,16,8,371,48,46.37,264,140.53,0,0,20,20,2012
1605,Virat Kohli,16,15,2,364,73,28.0,326,111.65,0,2,33,9,2012
1606,Steve Smith,15,14,5,362,47,40.22,267,135.58,0,0,24,14,2012
1607,MS Dhoni,19,17,5,358,51,29.83,278,128.77,0,1,26,9,2012
1608,Owais Shah,13,13,4,340,76,37.77,256,132.81,0,3,24,16,2012
1609,Shaun Marsh,13,13,2,336,68,30.54,280,120.0,0,2,39,7,2012
1610,Murali Vijay,14,14,1,336,113,25.84,267,125.84,1,0,39,10,2012
1611,Mahela Jayawardena,16,15,3,335,56,27.91,298,112.41,0,3,39,3,2012
1612,Ambati Rayudu,17,15,6,333,81,37.0,252,132.14,0,2,21,14,2012
1613,Sachin Tendulkar,13,13,2,324,74,29.45,283,114.48,0,2,39,4,2012
1614,AB de Villiers,16,13,5,319,64,39.87,198,161.11,0,3,26,15,2012
1615,Kevin Pietersen,8,8,3,305,103,61.0,207,147.34,1,1,22,20,2012
1616,Brendon McCullum,12,12,0,289,56,24.08,283,102.12,0,1,37,3,2012
1617,Tillakaratne Dilshan,10,9,1,285,76,35.62,261,109.19,0,3,33,5,2012
1618,Sourav Ganguly,15,15,0,268,45,17.86,271,98.89,0,0,30,4,2012
1619,Michael Hussey,8,8,0,261,56,32.62,236,110.59,0,2,28,8,2012
1620,Manoj Tiwary,16,15,5,260,59,26.0,246,105.69,0,1,21,3,2012
1621,David Warner,8,8,1,256,109,36.57,156,164.1,1,1,28,14,2012
1622,Jesse Ryder,11,11,1,256,86,25.6,212,120.75,0,2,23,8,2012
1623,Shane Watson,7,7,1,255,90,42.5,168,151.78,0,2,26,14,2012
1624,Naman Ojha,18,16,5,255,64,23.18,224,113.83,0,1,21,13,2012
1625,Brad Hodge,12,12,4,245,48,30.62,175,140.0,0,0,18,9,2012
1626,JP Duminy,9,9,6,244,74,81.33,190,128.42,0,2,13,11,2012
1627,Dinesh Karthik,17,14,1,238,44,18.3,213,111.73,0,0,30,2,2012
1628,Mayank Agarwal,16,12,1,225,64,20.45,158,142.4,0,1,19,15,2012
1629,James Franklin,12,11,2,220,79,24.44,223,98.65,0,1,15,6,2012
1630,Kieron Pollard,14,11,2,220,64,24.44,159,138.36,0,2,15,14,2012
1631,Ashok Menaria,15,12,1,220,40,20.0,202,108.91,0,0,14,8,2012
1632,Manvinder Bisla,7,7,0,213,89,30.42,160,133.12,0,1,16,10,2012
1633,Kumar Sangakkara,12,12,1,200,82,18.18,184,108.69,0,1,21,4,2012
1634,Ross Taylor,12,12,2,197,55,19.7,171,115.2,0,1,12,7,2012
1635,Subramaniam Badrinath,15,9,2,196,57,28.0,181,108.28,0,1,23,2,2012
