,POS,Player,Mat,Inns,Ov,Runs,Wkts,BBI,Avg,Econ,SR,4w,5w,year
561,10,Siddarth KaulSRH,10,10,35,300,16,4/29,18.75,8.41,13.37,1,0,2017
562,11,Pawan NegiRCB,12,12,32,197,16,4/18,12.31,6.12,12.06,0,0,2017
563,12,Axar PatelPBKS,14,14,48,362,15,4/21,24.13,7.54,19.20,0,0,2017
564,13,Nathan Coulter-NileKKR,8,8,28,228,15,4/14,15.20,8.04,11.33,0,0,2017
565,14,Pat CumminsDC,12,12,46,373,15,4/34,24.86,8.07,18.46,0,0,2017
566,15,Yuzvendra ChahalRCB,13,13,43,333,14,4/25,23.78,7.65,18.64,0,0,2017
567,16,Mohit SharmaPBKS,14,14,45,410,13,4/14,31.53,8.97,21.07,0,0,2017
568,17,Karn SharmaMI,9,9,30,214,13,4/16,16.46,6.97,14.15,1,0,2017
569,18,Kuldeep YadavKKR,12,11,41,340,12,4/20,28.33,8.29,20.50,0,0,2017
570,19,Chris MorrisDC,9,9,31,240,12,4/23,20.00,7.74,15.50,1,0,2017
571,20,Ben StokesRPS,12,12,44,316,12,3/15,26.33,7.18,22.00,0,0,2017
572,21,Andrew TyeGL,6,6,21,141,12,5/17,11.75,6.71,10.50,0,1,2017
573,22,Shardul ThakurRPS,12,12,38,315,11,3/19,28.63,8.25,20.81,0,0,2017
574,23,Dan ChristianRPS,13,13,40,298,11,2/10,27.09,7.45,21.81,0,0,2017
575,24,Basil ThampiGL,12,12,44,424,11,3/29,38.54,9.49,24.36,0,0,2017
576,25,Lasith MalingaMI,12,12,45,382,11,5/13,34.72,8.52,24.45,0,0,2017
577,26,Zaheer KhanDC,11,11,40,313,10,4/17,31.30,7.79,24.10,0,0,2017
578,27,Sunil NarineKKR,16,15,59,412,10,5/19,41.20,6.98,35.40,0,0,2017
579,28,Mohammed SirajSRH,6,6,23,212,10,4/32,21.20,9.21,13.80,1,0,2017
580,29,Amit MishraDC,14,14,39,343,10,5/17,34.30,8.83,23.30,0,0,2017
581,30,Krunal PandyaMI,13,13,40,273,10,3/14,27.30,6.82,24.00,0,0,2017
582,31,Samuel BadreeRCB,7,7,25,188,9,4/9,20.88,7.52,16.66,1,0,2017
583,32,Washington SundarRPS,11,10,30,185,8,3/16,23.12,6.16,22.50,0,0,2017
584,33,Harbhajan SinghMI,11,11,41,266,8,5/18,33.25,6.48,30.75,0,0,2017
585,34,Ashish NehraSRH,6,6,21,197,8,4/10,24.62,9.30,15.87,0,0,2017
586,35,Varun AaronPBKS,6,6,20,163,7,3/16,23.28,8.15,17.14,0,0,2017
587,36,Mitchell JohnsonMI,5,5,20,141,7,3/26,20.14,7.05,17.14,0,0,2017
588,37,Adam ZampaRPS,6,6,20,163,7,6/19,23.28,8.21,17.00,0,0,2017
589,38,Glenn MaxwellPBKS,14,8,19,125,7,2/15,17.85,6.57,16.28,0,0,2017
590,39,James FaulknerGL,8,8,26,258,6,5/16,43.00,9.79,26.33,0,0,2017
591,40,Shahbaz NadeemDC,7,7,18,119,6,3/16,19.83,6.67,17.83,0,0,2017
592,41,Praveen KumarGL,6,6,16,151,6,3/18,25.16,9.15,16.50,0,0,2017
593,42,Piyush ChawlaKKR,6,6,20,179,6,4/17,29.83,8.95,20.00,0,0,2017
594,43,Kagiso RabadaDC,6,6,21,188,6,4/21,31.33,8.81,21.33,0,0,2017
595,44,Hardik PandyaMI,17,13,26,213,6,3/20,35.50,8.19,26.00,0,0,2017
596,45,Aniket ChoudharyRCB,5,5,17,144,5,2/17,28.80,8.55,20.20,0,0,2017
597,46,Pradeep SangwanGL,5,5,18,181,5,3/18,36.20,10.05,21.60,0,0,2017
598,47,Tymal MillsRCB,5,5,18,153,5,2/31,30.60,8.57,21.40,0,0,2017
599,48,Mohammad ShamiDC,8,8,26,243,5,3/15,48.60,9.34,31.20,0,0,2017
600,49,Trent BoultKKR,6,6,24,216,5,4/18,43.20,9.06,28.60,0,0,2017
601,50,Ravindra JadejaGL,12,12,38,349,5,5/16,69.80,9.18,45.60,0,0,2017
602,51,Sreenath AravindRCB,10,10,30,275,5,4/14,55.00,9.01,36.60,0,0,2017
603,52,Shane WatsonRCB,8,8,27,245,5,4/29,49.00,9.13,32.20,0,0,2017
604,53,Stuart BinnyRCB,8,4,6,50,4,2/14,12.50,8.33,9.00,0,0,2017
605,54,Colin de GrandhommeKKR,12,9,16,135,4,3/4,33.75,8.43,24.00,0,0,2017
606,55,KC CariappaPBKS,4,4,15,127,4,2/16,31.75,8.46,22.50,0,0,2017
607,56,Ankit RajpootKKR,5,5,14,107,4,5/14,26.75,7.64,21.00,0,0,2017
608,57,Lockie FergusonLSG,4,4,13,93,3,3/15,31.00,7.15,26.00,0,0,2017
609,58,Bipul SharmaSRH,7,7,16,129,3,2/13,43.00,7.89,32.66,0,0,2017
610,59,Tim SoutheeMI,3,3,10,96,3,3/24,32.00,9.60,20.00,0,0,2017
611,60,Rahul TewatiaPBKS,3,3,9,49,3,3/18,16.33,5.44,18.00,0,0,2017
612,61,Adam MilneRCB,4,4,14,134,3,2/21,44.66,9.57,28.00,0,0,2017
613,62,Harshal PatelRCB,1,1,4,43,3,5/27,14.33,10.75,8.00,0,0,2017
614,63,Corey AndersonDC,11,8,19,186,3,2/18,62.00,9.87,37.66,0,0,2017
615,64,Dhawal KulkarniGL,6,6,19,173,3,4/14,57.66,9.18,37.66,0,0,2017
616,65,Iqbal AbdullaRCB,2,2,5,55,2,3/24,27.50,11.00,15.00,0,0,2017
617,66,Marcus StoinisPBKS,5,5,10,110,2,4/15,55.00,10.47,31.50,0,0,2017
618,67,Vinay KumarMI,1,1,3,31,2,4/40,15.50,10.33,9.00,0,0,2017
619,68,Ankit SoniGL,7,6,18,144,2,1/16,72.00,7.92,54.50,0,0,2017
620,69,Mohammad NabiSRH,3,3,11,58,2,4/11,29.00,5.27,33.00,0,0,2017
621,70,Dwayne SmithGL,12,9,13,148,2,4/8,74.00,11.38,39.00,0,0,2017
622,71,Travis HeadRCB,7,5,8,81,2,2/30,40.50,10.12,24.00,0,0,2017
623,72,T NatarajanPBKS,6,6,12,115,2,2/24,57.50,9.07,38.00,0,0,2017
624,73,Rahul ChaharRPS,3,2,7,58,2,4/27,29.00,8.28,21.00,0,0,2017
625,74,Rajat BhatiaRPS,3,3,7,55,2,4/15,27.50,7.85,21.00,0,0,2017
626,75,Billy StanlakeRCB,2,2,8,70,2,2/21,35.00,8.75,24.00,0,0,2017
627,76,Deepak HoodaSRH,10,3,4,42,2,2/16,21.00,10.50,12.00,0,0,2017
628,77,Nathu SinghGL,2,2,4,15,1,1/7,15.00,3.75,24.00,0,0,2017
629,78,Matt HenryPBKS,2,2,5,71,1,1/31,71.00,14.20,30.00,0,0,2017
630,79,Yuvraj SinghSRH,12,2,2,22,1,4/29,22.00,11.00,12.00,0,0,2017
631,80,Yusuf PathanKKR,15,4,4,41,1,3/20,41.00,10.25,24.00,0,0,2017
632,81,Carlos BrathwaiteDC,2,2,6,67,1,3/43,67.00,11.16,36.00,0,0,2017
633,82,Deepak ChaharRPS,3,3,7,74,1,4/13,74.00,10.57,42.00,0,0,2017
634,83,Ashok DindaRPS,3,3,10,119,1,4/18,119.00,11.90,60.00,0,0,2017
635,84,Munaf PatelGL,2,2,7,57,1,5/21,57.00,8.14,42.00,0,0,2017
636,85,Shubham AgarwalGL,1,1,4,42,1,1/42,42.00,10.50,24.00,0,0,2017
637,86,Ben CuttingSRH,4,4,12,123,1,2/20,123.00,9.71,76.00,0,0,2017
638,87,Swapnil SinghPBKS,4,4,7,61,1,1/14,61.00,8.71,42.00,0,0,2017
639,88,Suresh RainaGL,14,6,12,102,1,2/0,102.00,8.50,72.00,0,0,2017
640,89,Avesh KhanRCB,1,1,4,23,1,3/13,23.00,5.75,24.00,0,0,2017
641,90,Moises HenriquesSRH,12,12,24,248,1,3/12,248.00,10.33,144.00,0,0,2017
642,1,Bhuvneshwar KumarSRH,17,17,66,490,23,5/19,21.30,7.42,17.21,1,0,2016
643,2,Yuzvendra ChahalRCB,13,13,49,401,21,4/25,19.09,8.15,14.04,1,0,2016
644,3,Shane WatsonRCB,16,16,56,485,20,4/29,24.25,8.58,16.95,1,0,2016
645,4,Dhawal KulkarniGL,14,14,49,364,18,4/14,20.22,7.42,16.33,1,0,2016
646,5,Mitchell McClenaghanMI,14,14,53,436,17,4/21,25.64,8.17,18.82,1,0,2016
647,6,Dwayne BravoGL,15,15,56,494,17,4/22,29.05,8.82,19.76,1,0,2016
648,7,Mustafizur RahmanSRH,16,16,61,421,17,3/16,24.76,6.90,21.52,0,0,2016
649,8,Jasprit BumrahMI,14,14,52,406,15,4/14,27.06,7.80,20.80,0,0,2016
650,9,Sandeep SharmaPBKS,14,14,50,366,15,4/20,24.40,7.32,20.00,0,0,2016
651,10,Andre RussellKKR,12,12,36,291,15,5/15,19.40,7.97,14.60,1,0,2016
652,11,Barinder SranSRH,14,14,49,413,14,3/28,29.50,8.34,21.21,0,0,2016
653,12,Axar PatelPBKS,14,14,48,388,13,4/21,29.84,8.11,22.07,1,0,2016
654,13,Mohit SharmaPBKS,14,14,48,407,13,4/14,31.30,8.39,22.38,0,0,2016
655,14,Chris MorrisDC,12,12,44,308,13,4/23,23.69,7.00,20.30,0,0,2016
656,15,Amit MishraDC,14,14,46,344,13,5/17,26.46,7.47,21.23,1,0,2016
657,16,Adam ZampaRPS,5,5,17,115,12,6/19,9.58,6.76,8.50,0,1,2016
658,17,Moises HenriquesSRH,17,17,52,415,12,3/12,34.58,7.98,26.00,0,0,2016
659,18,Sreenath AravindRCB,9,9,29,216,11,4/14,19.63,7.40,15.90,0,0,2016
660,19,Sunil NarineKKR,11,11,43,304,11,5/19,27.63,7.09,23.36,0,0,2016
661,20,Ashok DindaRPS,9,9,30,231,11,4/18,21.00,7.57,16.63,0,0,2016
662,21,Piyush ChawlaKKR,12,11,35,273,11,4/17,24.81,7.72,19.27,0,0,2016
663,22,Chris JordanRCB,9,9,28,258,11,4/11,23.45,9.21,15.27,1,0,2016
664,23,Zaheer KhanDC,12,12,43,337,10,4/17,33.70,7.71,26.20,0,0,2016
665,24,Morne MorkelKKR,10,10,35,297,10,4/20,29.70,8.36,21.30,0,0,2016
666,25,Umesh YadavKKR,9,9,26,234,10,4/24,23.40,9.00,15.60,0,0,2016
667,26,Ravichandran AshwinRPS,14,14,44,319,10,4/34,31.90,7.25,26.40,1,0,2016
668,27,Tim SoutheeMI,11,11,43,329,9,3/24,36.55,7.65,28.66,0,0,2016
669,28,Thisara PereraRPS,12,11,33,326,9,3/20,36.22,9.82,22.11,0,0,2016
670,29,Praveen KumarGL,16,16,51,401,9,3/18,44.55,7.78,34.33,0,0,2016
671,30,Ashish NehraSRH,8,8,26,199,9,4/10,22.11,7.65,17.33,0,0,2016
672,31,Harbhajan SinghMI,14,14,49,392,9,5/18,43.55,8.00,32.66,0,0,2016
673,32,Dwayne SmithGL,12,8,18,153,8,4/8,19.12,8.50,13.50,1,0,2016
674,33,Ravindra JadejaGL,15,14,40,311,8,5/16,38.87,7.74,30.12,0,0,2016
675,34,Marcus StoinisPBKS,7,7,23,194,8,4/15,24.25,8.43,17.25,1,0,2016
676,35,Kane RichardsonRCB,4,4,14,136,7,3/13,19.42,9.71,12.00,0,0,2016
677,36,Carlos BrathwaiteDC,8,8,23,185,7,3/43,26.42,7.98,19.85,0,0,2016
678,37,Murugan AshwinRPS,10,10,28,241,7,3/21,34.42,8.45,24.42,0,0,2016
679,38,Shivil KaushikGL,7,7,23,192,6,3/20,32.00,8.34,23.00,0,0,2016
680,39,Krunal PandyaMI,12,11,31,236,6,3/14,39.33,7.57,31.16,0,0,2016
681,40,Kuldeep YadavKKR,3,3,12,100,6,4/20,16.66,8.33,12.00,0,0,2016
682,41,Iqbal AbdullaRCB,8,8,25,213,6,3/24,35.50,8.52,25.00,0,0,2016
683,42,Rajat BhatiaRPS,10,10,34,244,6,4/15,40.66,7.17,34.00,0,0,2016
684,43,Pravin TambeGL,7,7,16,143,5,4/20,28.60,8.93,19.20,0,0,2016
685,44,Shakib Al HasanKKR,10,9,31,243,5,3/17,48.60,7.83,37.20,0,0,2016
686,45,Ben CuttingSRH,4,4,11,80,5,2/20,16.00,7.16,13.40,0,0,2016
687,46,Imran TahirDC,4,4,16,138,5,4/12,27.60,8.62,19.20,0,0,2016
688,47,Mohammad ShamiDC,8,8,25,244,5,3/15,48.80,9.69,30.20,0,0,2016
689,48,Brad HoggKKR,5,5,16,142,4,4/29,35.50,8.87,24.00,0,0,2016
690,49,Mitchell MarshRPS,3,3,9,45,4,4/25,11.25,5.00,13.50,0,0,2016
691,50,Bipul SharmaSRH,7,6,14,121,3,2/13,40.33,8.64,28.00,0,0,2016
692,51,Vinay KumarMI,3,3,9,64,3,4/40,21.33,7.11,18.00,0,0,2016
693,52,RP SinghRPS,4,4,12,111,3,4/22,37.00,9.25,24.00,0,0,2016
694,53,Ankit RajpootKKR,4,4,11,98,3,5/14,32.66,8.90,22.00,0,0,2016
695,54,Tabraiz ShamsiRCB,4,4,16,147,3,1/21,49.00,9.18,32.00,0,0,2016
696,55,Pradeep SahuPBKS,5,5,17,146,3,2/18,48.66,8.34,35.00,0,0,2016
697,56,Nathan Coulter-NileDC,4,4,15,114,3,4/14,38.00,7.60,30.00,0,0,2016
698,57,Hardik PandyaMI,11,10,16,153,3,3/20,51.00,9.18,33.33,0,0,2016
699,58,Ishant SharmaRPS,4,4,15,148,3,5/12,49.33,9.86,30.00,0,0,2016
700,59,Deepak HoodaSRH,17,6,13,97,3,2/16,32.33,7.46,26.00,0,0,2016
701,60,KC CariappaPBKS,5,5,17,159,3,2/16,53.00,9.35,34.00,0,0,2016
702,61,Scott BolandRPS,2,2,7,54,2,2/31,27.00,7.71,21.00,0,0,2016
703,62,James FaulknerGL,7,7,17,167,2,5/16,83.50,9.82,51.00,0,0,2016
704,63,Jason HolderKKR,4,4,13,103,2,4/52,51.50,7.92,39.00,0,0,2016
705,64,Jayant YadavDC,5,5,17,125,2,1/23,62.50,7.35,51.00,0,0,2016
706,65,John HastingsKKR,2,2,6,37,2,2/6,18.50,5.55,20.00,0,0,2016
707,66,Varun AaronRCB,8,8,23,227,2,3/16,113.50,9.59,71.00,0,0,2016
708,67,JP DuminyDC,10,5,7,55,2,4/17,27.50,7.85,21.00,0,0,2016
709,68,Shahbaz NadeemDC,4,4,15,127,2,3/16,63.50,8.46,45.00,0,0,2016
710,69,Shadab JakatiGL,6,6,20,178,2,4/22,89.00,8.90,60.00,0,0,2016
711,70,Sachin BabyRCB,11,2,1,8,2,2/4,4.00,4.80,5.00,0,0,2016
712,71,Kyle AbbottPBKS,5,5,16,177,2,1/38,88.50,11.06,48.00,0,0,2016
713,72,Rishi DhawanPBKS,2,2,7,56,2,2/14,28.00,8.00,21.00,0,0,2016
714,73,Mitchell JohnsonPBKS,3,3,11,106,2,3/26,53.00,9.63,33.00,0,0,2016
715,74,Gurkeerat Mann SinghPBKS,7,3,4,31,2,2/15,15.50,7.75,12.00,0,0,2016
716,75,Chris GayleRCB,10,4,10,63,2,3/21,31.50,6.30,30.00,0,0,2016
717,76,Albie MorkelRPS,2,2,5,66,2,4/32,33.00,13.20,15.00,0,0,2016
718,77,Yusuf PathanKKR,15,4,6,33,1,3/20,33.00,5.50,36.00,0,0,2016
719,78,Trent BoultSRH,1,1,4,39,1,4/18,39.00,9.75,24.00,0,0,2016
720,79,Adam MilneRCB,1,1,4,43,1,2/21,43.00,10.75,24.00,0,0,2016
721,80,Ankit SharmaRPS,3,3,11,84,1,2/20,84.00,7.63,66.00,0,0,2016
722,81,Stuart BinnyRCB,14,11,17,134,1,2/14,134.00,7.88,102.00,0,0,2016
723,82,Ashish ReddySRH,4,2,4,39,1,3/25,39.00,10.17,23.00,0,0,2016
724,83,Rajagopal SathishKKR,4,3,6,59,1,1/11,59.00,9.83,36.00,0,0,2016
725,84,Pawan NegiDC,8,5,9,84,1,4/18,84.00,9.33,54.00,0,0,2016
726,85,Parveez RasoolRCB,4,4,14,129,1,1/20,129.00,9.21,84.00,0,0,2016
727,86,Harshal PatelRCB,5,5,14,147,1,5/27,147.00,10.50,84.00,0,0,2016
728,1,Dwayne BravoCSK,17,16,52,426,26,4/22,16.38,8.14,12.07,0,0,2015
729,2,Lasith MalingaMI,15,15,60,444,24,5/13,18.50,7.40,15.00,1,0,2015
730,3,Yuzvendra ChahalRCB,15,14,47,415,23,4/25,18.04,8.86,12.21,0,0,2015
731,4,Ashish NehraCSK,16,16,62,449,22,4/10,20.40,7.24,16.90,1,0,2015
732,5,Mitchell StarcRCB,13,12,43,291,20,4/15,14.55,6.76,12.90,1,0,2015
733,6,Mitchell McClenaghanMI,12,12,47,386,18,4/21,21.44,8.21,15.66,0,0,2015
734,7,Harbhajan SinghMI,15,15,57,446,18,5/18,24.77,7.82,19.00,0,0,2015
735,8,Bhuvneshwar KumarSRH,14,14,51,407,18,5/19,22.61,7.87,17.22,0,0,2015
736,9,Harshal PatelRCB,15,14,44,328,17,5/27,19.29,7.48,15.47,0,0,2015
737,10,David WieseRCB,14,13,42,353,16,4/33,22.06,8.33,15.87,1,0,2015
738,11,Nathan Coulter-NileDC,11,11,42,321,15,4/14,21.40,7.55,17.00,1,0,2015
739,12,Imran TahirDC,10,10,35,314,15,4/12,20.93,8.84,14.20,1,0,2015
740,13,Anureet SinghPBKS,14,14,51,465,15,3/23,31.00,9.00,20.66,0,0,2015
741,14,Andre RussellKKR,13,13,40,324,14,5/15,23.14,7.96,17.42,0,0,2015
742,15,Mohit SharmaCSK,16,16,57,481,14,4/14,34.35,8.43,24.42,0,0,2015
743,16,Axar PatelPBKS,14,14,46,392,13,4/21,30.15,8.40,21.53,0,0,2015
744,17,Sandeep SharmaPBKS,14,14,50,350,13,4/20,26.92,7.00,23.07,1,0,2015
745,18,Dhawal KulkarniRR,11,11,35,277,13,4/14,21.30,7.91,16.15,0,0,2015
746,19,Chris MorrisRR,11,11,42,311,13,4/23,23.92,7.40,19.38,1,0,2015
747,20,Moises HenriquesSRH,9,9,25,158,11,3/12,14.36,6.32,13.63,0,0,2015
748,21,Piyush ChawlaKKR,13,13,35,269,11,4/17,24.45,7.68,19.09,1,0,2015
749,22,Ravindra JadejaCSK,17,15,42,330,11,5/16,30.00,7.73,23.27,1,0,2015
750,23,Ishwar PandeyCSK,10,10,31,223,11,2/23,20.27,7.19,16.90,0,0,2015
751,24,Umesh YadavKKR,12,12,42,382,10,4/24,38.20,9.09,25.20,0,0,2015
752,25,Karn SharmaSRH,14,14,40,332,10,4/16,33.20,8.33,23.90,0,0,2015
